6656196.txt;770.508;411.12247;3.0
6656197.txt;779.5877;404.12875;3.0
6656198.txt;740.0565;364.8973;3.0
6656199.txt;783.3443;432.0339;3.0
6656200.txt;755.13403;417.57864;3.0
6656201.txt;759.5405;461.7973;3.0
6656202.txt;790.21497;359.40594;3.0
6656203.txt;825.09155;396.05447;3.0
6656204.txt;797.67993;427.38342;3.0
6656205.txt;30.468811;451.24515;3.0
6656207.txt;471.7943;211.93251;3.0
6656208.txt;846.4337;654.7358;3.0
6915283.txt;516.12695;294.87943;4.0
6915284.txt;763.3881;431.07413;4.0
6915285.txt;756.6813;390.64563;4.0
6915286.txt;441.0548;184.15742;4.0
6915287.txt;754.7549;406.76276;4.0
6915288.txt;516.75433;241.08478;4.0
6915289.txt;857.293;444.09885;4.0
6915290.txt;789.6795;435.41248;4.0
6915291.txt;774.3071;410.84354;4.0
6915292.txt;427.39636;162.49365;4.0
6915293.txt;750.18085;387.12787;4.0
6915294.txt;781.9133;419.44492;4.0
6915295.txt;756.6673;395.43042;4.0
6915296.txt;759.92084;417.43213;4.0
6915297.txt;469.18643;199.29668;4.0
6915298.txt;705.49146;403.1827;4.0
6915299.txt;770.1986;407.669;4.0
6915300.txt;420.71194;44.447765;4.0
6915301.txt;759.7793;482.0611;4.0
6915302.txt;502.31204;220.67375;4.0
6915303.txt;774.03394;417.16672;4.0
6915304.txt;445.76187;179.33896;4.0
6915305.txt;453.35553;189.58685;4.0
6915306.txt;429.495;172.08568;4.0
6915307.txt;869.34845;620.3282;4.0
6915308.txt;788.6313;407.04782;4.0
6915309.txt;508.66864;223.85956;4.0
6915310.txt;504.64694;224.91269;4.0
6915311.txt;737.8357;380.04083;4.0
6915312.txt;760.8775;399.63898;4.0
6915313.txt;433.5237;168.09868;4.0
6915315.txt;780.00854;422.63544;4.0
6915316.txt;728.75854;391.34998;4.0
6915317.txt;804.6218;466.14276;4.0
6915318.txt;771.46484;409.7253;4.0
6915319.txt;773.28296;403.3149;4.0
6915320.txt;800.3609;422.04892;4.0
6915321.txt;783.1248;419.57117;4.0
6915322.txt;783.24036;425.47626;4.0
6915323.txt;789.7799;448.45795;4.0
6915324.txt;777.3179;411.15457;4.0
6915325.txt;478.9052;203.10358;4.0
6915326.txt;769.7134;426.07455;4.0
6915327.txt;766.6289;405.79382;4.0
7442162.txt;778.11456;434.47754;5.0
8017544.txt;777.561;410.8004;6.0

